Cluster ID,confidence_score,Match,Key,Unique Custodians,canonical_Key,canonical_Unique Custodians,canonical_Match
27,0.983495318,BNY Mellon,45,BANK OF NEW YORK,b'46',b'BNY MELLON',b'BNY Mellon'
27,0.980377484,BNY Mellon,46,BANK OF NEW YORK MELLON,b'46',b'BNY MELLON',b'BNY Mellon'
27,0.974673005,BNY Mellon,47,BANK OF NEW YORK MELLON (DOMESTIC),b'46',b'BNY MELLON',b'BNY Mellon'
27,0.974836402,BNY Mellon,48,BANK OF NEW YORK MELLON CORPORATION,b'46',b'BNY MELLON',b'BNY Mellon'
27,0.975603762,BNY Mellon,49,BANK OF NEW YORK MELLON SA/NV,b'46',b'BNY MELLON',b'BNY Mellon'
27,0.97870357,BNY Mellon,50,BANK OF NEW YORK MELLON TRUST COMPANY,b'46',b'BNY MELLON',b'BNY Mellon'
27,0.974095005,BNY Mellon,51,"BANK OF NEW YORK MELLON, N.A.",b'46',b'BNY MELLON',b'BNY Mellon'
27,0.98912516,BNY Mellon,52,"BANK OF NEW YORK MELLON, THROUGH ITS AGENT AND SUBSIDIARY CHARLES FREDERIC & CO.",b'46',b'BNY MELLON',b'BNY Mellon'
27,0.991358182,BNY Mellon,105,BNY MELLON,b'46',b'BNY MELLON',b'BNY Mellon'
27,0.94611021,BNY Mellon,106,BNY MELLON ALTERNATIVE INVESTMENT SERVICES,b'46',b'BNY MELLON',b'BNY Mellon'
27,0.958441849,BNY Mellon,107,BNY MELLON ASSET SERVICING,b'46',b'BNY MELLON',b'BNY Mellon'
27,0.953097394,BNY Mellon,108,BNY MELLON CAPITAL MARKETS LLC,b'46',b'BNY MELLON',b'BNY Mellon'
27,0.951599316,BNY Mellon,109,"BNY MELLON CAPITAL MARKETS, LLC",b'46',b'BNY MELLON',b'BNY Mellon'
27,0.949386404,BNY Mellon,110,BNY MELLON INVESTMENT SERVICING (US) INC.,b'46',b'BNY MELLON',b'BNY Mellon'
27,0.987158255,BNY Mellon,111,BNY MELLON NA,b'46',b'BNY MELLON',b'BNY Mellon'
27,0.949306234,BNY Mellon,112,BNY MELLON TRUST & DEPOSITARY (UK) LIMITED,b'46',b'BNY MELLON',b'BNY Mellon'
27,0.957305697,BNY Mellon,113,BNY MELLON TRUST COMPANY (IRELAND) LIMITED,b'46',b'BNY MELLON',b'BNY Mellon'
27,0.983769213,BNY Mellon,114,"BNY MELLON, NA",b'46',b'BNY MELLON',b'BNY Mellon'
27,0.981018241,BNY Mellon,657,THE BANK OF NEW YORK,b'46',b'BNY MELLON',b'BNY Mellon'
27,0.974547329,BNY Mellon,658,THE BANK OF NEW YORK MELLON,b'46',b'BNY MELLON',b'BNY Mellon'
27,0.974001146,BNY Mellon,659,THE BANK OF NEW YORK MELLON (AIS PRIME CUSTODY),b'46',b'BNY MELLON',b'BNY Mellon'
27,0.96993086,BNY Mellon,660,THE BANK OF NEW YORK MELLON (LONDON BRANCH),b'46',b'BNY MELLON',b'BNY Mellon'
27,0.969676093,BNY Mellon,661,THE BANK OF NEW YORK MELLON CORPORATION,b'46',b'BNY MELLON',b'BNY Mellon'
27,0.974893013,BNY Mellon,662,"THE BANK OF NEW YORK MELLON SA/NV, LONDON BRANCH",b'46',b'BNY MELLON',b'BNY Mellon'
27,0.978972687,BNY Mellon,663,"THE BANK OF NEW YORK MELLON TRUST COMPANY, N.A.",b'46',b'BNY MELLON',b'BNY Mellon'
27,0.986586264,BNY Mellon,664,"THE BANK OF NEW YORK MELLON TRUST COMPANY, NATIONAL ASSOCIATION",b'46',b'BNY MELLON',b'BNY Mellon'
27,0.968679311,BNY Mellon,665,"THE BANK OF NEW YORK TRUST COMPANY, N.A.",b'46',b'BNY MELLON',b'BNY Mellon'
28,0.998265465,TD Ameritrade,644,TD AMERITRADE,b'644',b'TD AMERITRADE',b'TD Ameritrade'
28,0.992823601,TD Ameritrade,645,"TD AMERITRADE CLEARING, INC.",b'644',b'TD AMERITRADE',b'TD Ameritrade'
28,0.992583394,TD Ameritrade,646,TD AMERITRADE INSTITUTIONAL,b'644',b'TD AMERITRADE',b'TD Ameritrade'
28,0.996256948,TD Ameritrade,647,"TD AMERITRADE, INC.",b'644',b'TD AMERITRADE',b'TD Ameritrade'
29,0.998261,Boston Private Bank & Trust Company,116,BOSTON PRIVATE,b'116',b'BOSTON PRIVATE',b'Boston Private Bank & Trust Company'
29,0.998261,Boston Private Bank & Trust Company,117,BOSTON PRIVATE BANK & TRUST,b'116',b'BOSTON PRIVATE',b'Boston Private Bank & Trust Company'
30,0.998415142,Rosenthal Collins Group,583,ROSENTHAL COLLINS GROUP,b'583',b'ROSENTHAL COLLINS GROUP',b'Rosenthal Collins Group'
30,0.998196691,Rosenthal Collins Group,584,ROSENTHAL COLLINS GROUP LLC,b'583',b'ROSENTHAL COLLINS GROUP',b'Rosenthal Collins Group'
30,0.998191655,Rosenthal Collins Group,585,"ROSENTHAL COLLINS GROUP, LLC",b'583',b'ROSENTHAL COLLINS GROUP',b'Rosenthal Collins Group'
31,0.997837812,The Private Bank,677,THE PRIVATE BANK,b'677',b'THE PRIVATE BANK AND TRUST COMPANY',b'The Private Bank'
31,0.997879207,The Private Bank,678,THE PRIVATE BANK AND TRUST COMPANY,b'677',b'THE PRIVATE BANK AND TRUST COMPANY',b'The Private Bank'
31,0.997474879,The Private Bank,679,THE PRIVATEBANK,b'677',b'THE PRIVATE BANK AND TRUST COMPANY',b'The Private Bank'
32,0.997651294,Millennium Trust Company,474,MILLENIUM TRUST,b'474',b'MILLENNIUM TRUST COMPANY',b'Millennium Trust Company'
32,0.997638941,Millennium Trust Company,475,MILLENIUM TRUST COMPANY,b'474',b'MILLENNIUM TRUST COMPANY',b'Millennium Trust Company'
32,0.9976677,Millennium Trust Company,476,MILLENNIUM TRUST CO,b'474',b'MILLENNIUM TRUST COMPANY',b'Millennium Trust Company'
32,0.998028591,Millennium Trust Company,477,MILLENNIUM TRUST COMPANY,b'474',b'MILLENNIUM TRUST COMPANY',b'Millennium Trust Company'
32,0.998012871,Millennium Trust Company,478,MILLENNIUM TRUST COMPANY LLC,b'474',b'MILLENNIUM TRUST COMPANY',b'Millennium Trust Company'
33,0.99792406,Altree Custody Services,6,ALTREE CUSTODY SERVICE LTD,b'6',b'ALTREE CUSTODY SERVICES LTD',b'Altree Custody Services'
33,0.998205155,Altree Custody Services,7,ALTREE CUSTODY SERVICES LTD,b'6',b'ALTREE CUSTODY SERVICES LTD',b'Altree Custody Services'
33,0.998179495,Altree Custody Services,8,ALTREE CUSTODY SERVICES LTD.,b'6',b'ALTREE CUSTODY SERVICES LTD',b'Altree Custody Services'
34,0.997973,UBS,703,UBS FINANCIAL SERVICES INC.,b'703',b'UBS FINANCIAL SERVICES INC.',b'UBS'
34,0.997973,UBS,704,"UBS FINANCIAL SERVICES, INC.",b'703',b'UBS FINANCIAL SERVICES INC.',b'UBS'
35,0.997813,Credit Agricole Corporate and Investment Bank,217,CREDIT AGRICOLE CORPORATE & INVESTMENT BANK,b'217',b'CREDIT AGRICOLE CORPORATE & INVESTMENT BANK',b'Credit Agricole Corporate and Investment Bank'
35,0.997813,Credit Agricole Corporate and Investment Bank,218,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,b'217',b'CREDIT AGRICOLE CORPORATE & INVESTMENT BANK',b'Credit Agricole Corporate and Investment Bank'
36,0.997679293,Northbrook Bank & Trust,541,NORTHBROOK BANK & TRUST,b'541',b'NORTHBROOK BANK & TRUST',b'Northbrook Bank & Trust'
36,0.996702999,Northbrook Bank & Trust,542,NORTHBROOK BANK & TRUST COMPANY,b'541',b'NORTHBROOK BANK & TRUST',b'Northbrook Bank & Trust'
36,0.995121792,Northbrook Bank & Trust,543,"NORTHBROOK BANK & TRUST, WINTRUST FUNDS GROUP",b'541',b'NORTHBROOK BANK & TRUST',b'Northbrook Bank & Trust'
36,0.996832818,Northbrook Bank & Trust,544,NORTHBROOK BANK AND TRUST,b'541',b'NORTHBROOK BANK & TRUST',b'Northbrook Bank & Trust'
36,0.995910481,Northbrook Bank & Trust,545,NORTHBROOK BANK AND TRUST COMPANY,b'541',b'NORTHBROOK BANK & TRUST',b'Northbrook Bank & Trust'
37,0.989392,Hudson & Cie,353,HUDSON & CEI,b'353',b'HUDSON & CEI',b'Hudson & Cie'
37,0.989392,Hudson & Cie,599,SGI HUDSON & CIE,b'353',b'HUDSON & CEI',b'Hudson & Cie'
38,0.997486,U.S. Bank Institutional Trust & Custody,687,U.S. BANK INSTITUTIONAL TRUST & CUSTODY,b'687',b'U.S. BANK INSTITUTIONAL TRUST & CUSTODY',b'U.S. Bank Institutional Trust & Custody'
38,0.997486,U.S. Bank Institutional Trust & Custody,693,"U.S. BANK, NA, INSTITUTIONAL TRUST & CUSTODY",b'687',b'U.S. BANK INSTITUTIONAL TRUST & CUSTODY',b'U.S. Bank Institutional Trust & Custody'
39,0.99728,Colorado State Bank and Trust,207,COLORADO STATE BANK & TRUST,b'207',b'COLORADO STATE BANK & TRUST',b'Colorado State Bank and Trust'
39,0.99728,Colorado State Bank and Trust,208,COLORADO STATE BANK AND TRUST,b'207',b'COLORADO STATE BANK & TRUST',b'Colorado State Bank and Trust'
40,0.997128,Royal Bank of Scotland,586,ROYAL BANK OF SCOTLAND PLC,b'586',b'ROYAL BANK OF SCOTLAND PLC',b'Royal Bank of Scotland'
40,0.997128,Royal Bank of Scotland,681,THE ROYAL BANK OF SCOTLAND PLC,b'586',b'ROYAL BANK OF SCOTLAND PLC',b'Royal Bank of Scotland'
41,0.998235077,TD Bank,648,TD BANK,b'648',b'TD BANK',b'TD Bank'
41,0.997865707,TD Bank,649,"TD BANK, N.A.",b'648',b'TD BANK',b'TD Bank'
41,0.997885644,TD Bank,650,"TD BANK, NA",b'648',b'TD BANK',b'TD Bank'
42,0.997649,Citizens Bank,202,CITIZENS BANK N.A.,b'202',b'CITIZENS BANK N.A.',b'Citizens Bank'
42,0.997649,Citizens Bank,203,"CITIZENS BANK, N.A.",b'202',b'CITIZENS BANK N.A.',b'Citizens Bank'
43,0.99500831,Capital One Bank,140,CAPITAL ONE BANK,b'140',b'CAPITAL ONE BANK WEALTH AND ASSET MANAGEMENT',b'Capital One Bank'
43,0.996589482,Capital One Bank,141,CAPITAL ONE BANK WEALTH AND ASSET MANAGEMENT,b'140',b'CAPITAL ONE BANK WEALTH AND ASSET MANAGEMENT',b'Capital One Bank'
43,0.995199402,Capital One Bank,142,"CAPITAL ONE, N.A.",b'140',b'CAPITAL ONE BANK WEALTH AND ASSET MANAGEMENT',b'Capital One Bank'
43,0.99615552,Capital One Bank,143,"CAPITAL ONE, NA",b'140',b'CAPITAL ONE BANK WEALTH AND ASSET MANAGEMENT',b'Capital One Bank'
44,0.913249321,Deutsche Bank,240,DB ALTERNATIVE FUND SERVICES,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.938630195,Deutsche Bank,241,DB FUND SERVICES LLC,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.993476731,Deutsche Bank,245,DEUTCHE BANK AG,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.96798584,Deutsche Bank,246,DEUTSCHE ASSET & WEALTH MANAGEMENT,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.995180863,Deutsche Bank,247,DEUTSCHE BANK,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.982575858,Deutsche Bank,248,DEUTSCHE BANK ( CAYMAN) LTD.,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.982019665,Deutsche Bank,249,DEUTSCHE BANK (CAYMAN) LIMITED,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.98396959,Deutsche Bank,250,DEUTSCHE BANK (CAYMAN) LTD,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.983045022,Deutsche Bank,251,DEUTSCHE BANK (CAYMAN) LTD.,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.981864982,Deutsche Bank,252,DEUTSCHE BANK (MAURITIUS) LIMITED,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.982410459,Deutsche Bank,253,DEUTSCHE BANK (MAURITIUS) LTD.,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.990498197,Deutsche Bank,254,DEUTSCHE BANK A.G.,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.993001217,Deutsche Bank,255,DEUTSCHE BANK AG,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.992126628,Deutsche Bank,256,DEUTSCHE BANK- AG,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.983325983,Deutsche Bank,257,DEUTSCHE BANK AG - LONDON BRANCH,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.983743652,Deutsche Bank,258,DEUTSCHE BANK AG - NEW YORK BRANCH,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.985566455,Deutsche Bank,259,DEUTSCHE BANK AG (MUMBAI),b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.984180165,Deutsche Bank,260,DEUTSCHE BANK AG NEW YORK BRANCH,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.983806184,Deutsche Bank,261,DEUTSCHE BANK AG SINGAPORE BRANCH,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.983189758,Deutsche Bank,262,"DEUTSCHE BANK AG, DUBLIN BRANCH",b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.984181839,Deutsche Bank,263,"DEUTSCHE BANK AG, LONDON BRANCH",b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.983262923,Deutsche Bank,264,"DEUTSCHE BANK AG, NEW YORK BRANCH",b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.984305101,Deutsche Bank,265,"DEUTSCHE BANK AG, SINGAPORE BRANCH",b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.983531726,Deutsche Bank,266,DEUTSCHE BANK NATIONAL TRUST COMPANY,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.984979651,Deutsche Bank,267,DEUTSCHE BANK PRIVATE WEALTH MANAGEMENT,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.983103572,Deutsche Bank,268,DEUTSCHE BANK S.A BANCO ALEMAO,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.984648378,Deutsche Bank,269,DEUTSCHE BANK SECURITIES INC.,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.983947694,Deutsche Bank,270,"DEUTSCHE BANK SECURITIES, INC.",b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.982381333,Deutsche Bank,271,DEUTSCHE BANK TRUST CO. AMERICAS,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.984342111,Deutsche Bank,272,DEUTSCHE BANK TRUST COMPANY AMERICAS,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.983432037,Deutsche Bank,273,DEUTSCHE BANK TRUST COMPANY AMERICA,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.983434223,Deutsche Bank,274,DEUTSCHE BANK TRUST COMPANY DELAWARE,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.992100295,Deutsche Bank,275,"DEUTSCHE BANK, AG",b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.992492727,Deutsche Bank,276,DEUTSCHE BANK-AG,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
44,0.977887126,Deutsche Bank,277,DEUTSCHE SECURITIES KOREA,b'250',b'DEUTSCHE BANK',b'Deutsche Bank'
45,0.996012,Signature Bank,601,SIGNATURE BANK,b'601',b'SIGNATURE BANK',b'Signature Bank'
45,0.996012,Signature Bank,602,SIGNATURE SECURITIES GROUP CORPORATION,b'601',b'SIGNATURE BANK',b'Signature Bank'
46,0.997265399,PNC,573,PNC BANK NA,b'573',b'PNC BANK NA',b'PNC'
46,0.996902406,PNC,575,"PNC BANK, NA",b'573',b'PNC BANK NA',b'PNC'
46,0.997265399,PNC,576,"PNC BANK,NA",b'573',b'PNC BANK NA',b'PNC'
47,0.997410528,Bank of America Merrill Lynch,26,BANK OF AMERICA,b'30',b'BANK OF AMERICA',b'Bank of America Merrill Lynch'
47,0.995524757,Bank of America Merrill Lynch,27,BANK OF AMERICA CORP,b'30',b'BANK OF AMERICA',b'Bank of America Merrill Lynch'
47,0.992859978,Bank of America Merrill Lynch,28,BANK OF AMERICA CORPORATION,b'30',b'BANK OF AMERICA',b'Bank of America Merrill Lynch'
47,0.98417449,Bank of America Merrill Lynch,29,BANK OF AMERICA CUSTODIAL SERVICES (IRELAND) LIMITED,b'30',b'BANK OF AMERICA',b'Bank of America Merrill Lynch'
47,0.993132178,Bank of America Merrill Lynch,30,BANK OF AMERICA MERRILL LYNCH,b'30',b'BANK OF AMERICA',b'Bank of America Merrill Lynch'
47,0.988916725,Bank of America Merrill Lynch,31,BANK OF AMERICA MERRILL LYNCH INTERNATIONAL LIMITED,b'30',b'BANK OF AMERICA',b'Bank of America Merrill Lynch'
47,0.988401908,Bank of America Merrill Lynch,32,BANK OF AMERICA MERRILL LYNCH INTERNATIONAL LTD,b'30',b'BANK OF AMERICA',b'Bank of America Merrill Lynch'
47,0.995326247,Bank of America Merrill Lynch,33,BANK OF AMERICA N.A.,b'30',b'BANK OF AMERICA',b'Bank of America Merrill Lynch'
47,0.996435538,Bank of America Merrill Lynch,34,BANK OF AMERICA NA,b'30',b'BANK OF AMERICA',b'Bank of America Merrill Lynch'
47,0.99446404,Bank of America Merrill Lynch,35,BANK OF AMERICA NT & SA,b'30',b'BANK OF AMERICA',b'Bank of America Merrill Lynch'
47,0.99045546,Bank of America Merrill Lynch,36,BANK OF AMERICA SECURITIES LLC,b'30',b'BANK OF AMERICA',b'Bank of America Merrill Lynch'
47,0.994708072,Bank of America Merrill Lynch,37,"BANK OF AMERICA, N.A.",b'30',b'BANK OF AMERICA',b'Bank of America Merrill Lynch'
47,0.995881051,Bank of America Merrill Lynch,38,"BANK OF AMERICA, NA",b'30',b'BANK OF AMERICA',b'Bank of America Merrill Lynch'
47,0.990057275,Bank of America Merrill Lynch,39,"BANK OF AMERICA, NATIONAL ASSOCIATION",b'30',b'BANK OF AMERICA',b'Bank of America Merrill Lynch'
47,0.988026258,Bank of America Merrill Lynch,40,"BANK OF AMERICA, NATIONAL ASSOCIATION AKA BANK OF AMERICA, N.A.",b'30',b'BANK OF AMERICA',b'Bank of America Merrill Lynch'
47,0.98747433,Bank of America Merrill Lynch,41,"BANK OF AMERICA, NATIONAL ASSOCIATION AKA BANK OF AMERICA, NA",b'30',b'BANK OF AMERICA',b'Bank of America Merrill Lynch'
47,0.952834103,Bank of America Merrill Lynch,42,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",b'30',b'BANK OF AMERICA',b'Bank of America Merrill Lynch'
48,0.998066,Computershare,212,COMPUTERSHARE TRUST COMPANY N.A.,b'212',b'COMPUTERSHARE TRUST COMPANY N.A.',b'Computershare'
48,0.998066,Computershare,213,"COMPUTERSHARE TRUST COMPANY, N.A.",b'212',b'COMPUTERSHARE TRUST COMPANY N.A.',b'Computershare'
49,0.993583834,US Bancorp Fund Services,684,U.S. BANCORP,b'684',"b'U.S. BANCORP FUND SERVICES, LLC'",b'US Bancorp Fund Services'
49,0.993750739,US Bancorp Fund Services,685,"U.S. BANCORP FUND SERVICES, LLC",b'684',"b'U.S. BANCORP FUND SERVICES, LLC'",b'US Bancorp Fund Services'
49,0.984661388,US Bancorp Fund Services,686,"U.S. BANCORP INVESTMENTS, INC.",b'684',"b'U.S. BANCORP FUND SERVICES, LLC'",b'US Bancorp Fund Services'
49,0.991659009,US Bancorp Fund Services,711,US BANCORP FUND SERVICES,b'684',"b'U.S. BANCORP FUND SERVICES, LLC'",b'US Bancorp Fund Services'
49,0.991674197,US Bancorp Fund Services,712,"US BANCORP FUND SERVICES, LLC",b'684',"b'U.S. BANCORP FUND SERVICES, LLC'",b'US Bancorp Fund Services'
49,0.993185723,US Bancorp Fund Services,718,US BANKCORP,b'684',"b'U.S. BANCORP FUND SERVICES, LLC'",b'US Bancorp Fund Services'
50,0.99820588,Pershing Prime Services,567,PERSHING,b'567',b'PERSHING',b'Pershing Prime Services'
50,0.996536454,Pershing Prime Services,568,PERSHING ADVISOR SOLUTIONS LLC,b'567',b'PERSHING',b'Pershing Prime Services'
50,0.997288187,Pershing Prime Services,569,PERSHING LLC,b'567',b'PERSHING',b'Pershing Prime Services'
50,0.99679023,Pershing Prime Services,570,"PERSHING, LLC",b'567',b'PERSHING',b'Pershing Prime Services'
51,0.997649,HSBC,335,HSBC BANK USA N.A.,b'335',b'HSBC BANK USA N.A.',b'HSBC'
51,0.997649,HSBC,338,"HSBC BANK USA, N.A.",b'335',b'HSBC BANK USA N.A.',b'HSBC'
52,0.998455,Scotia Capital,592,SCOTIA CAPITAL (USA) INC,b'592',b'SCOTIA CAPITAL (USA) INC',b'Scotia Capital'
52,0.998455,Scotia Capital,593,SCOTIA CAPITAL (USA) INC.,b'592',b'SCOTIA CAPITAL (USA) INC',b'Scotia Capital'
53,0.99795,SG Americas Securities,596,SG AMERICAS SECURITIES LLC,b'596',b'SG AMERICAS SECURITIES LLC',b'SG Americas Securities'
53,0.99795,SG Americas Securities,597,"SG AMERICAS SECURITIES, LLC",b'596',b'SG AMERICAS SECURITIES LLC',b'SG Americas Securities'
54,0.998335,Continental Stock Transfer & Trust Company,215,CONTINENTAL STOCK TRANSFER,b'215',b'CONTINENTAL STOCK TRANSFER',b'Continental Stock Transfer & Trust Company'
54,0.998335,Continental Stock Transfer & Trust Company,216,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,b'215',b'CONTINENTAL STOCK TRANSFER',b'Continental Stock Transfer & Trust Company'
55,0.993764999,Northern Trust Custody Services,546,NORTHERN TRUST,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.987894103,Northern Trust Custody Services,547,NORTHERN TRUST (GUERNSEY) LIMITED,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.990761716,Northern Trust Custody Services,548,NORTHERN TRUST BANK FSB,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.991886624,Northern Trust Custody Services,549,NORTHERN TRUST BANK NA,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.990759475,Northern Trust Custody Services,550,NORTHERN TRUST CO CHICAGO,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.992768697,Northern Trust Custody Services,551,NORTHERN TRUST CO.,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.992847377,Northern Trust Custody Services,552,NORTHERN TRUST COMPANY,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.992176864,Northern Trust Custody Services,553,NORTHERN TRUST CORPORATION,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.980120441,Northern Trust Custody Services,554,NORTHERN TRUST FIDUCIARY SERVICES (IRELAND) LIMITED,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.981909567,Northern Trust Custody Services,555,NORTHERN TRUST GLOBAL FUND SERVICES CAYMAN LIMITED,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.988474383,Northern Trust Custody Services,556,NORTHERN TRUST GLOBAL SERVICES,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.984207026,Northern Trust Custody Services,557,NORTHERN TRUST GLOBAL SERVICES LIMITED,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.982698821,Northern Trust Custody Services,558,NORTHERN TRUST HEDGE FUND SERVICES LLC,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.99155545,Northern Trust Custody Services,559,NORTHERN TRUST INTERNATIONAL BANK CORPORATION,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.99162921,Northern Trust Custody Services,560,NORTHERN TRUST INTERNATIONAL BANKING,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.991859709,Northern Trust Custody Services,561,NORTHERN TRUST INTERNATIONAL BANKING CORP,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.991818925,Northern Trust Custody Services,562,NORTHERN TRUST INTERNATIONAL BANKING CORP.,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.991932612,Northern Trust Custody Services,563,NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.988385932,Northern Trust Custody Services,564,"NORTHERN TRUST SECURITIES, INC.",b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.992301497,Northern Trust Custody Services,666,THE NORTHERN TRUST CO.,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.990621735,Northern Trust Custody Services,667,THE NORTHERN TRUST COMPANY,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.990524041,Northern Trust Custody Services,668,THE NORTHERN TRUST INTERNATIONAL BANK CORP,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.991109788,Northern Trust Custody Services,669,THE NORTHERN TRUST INTERNATIONAL BANKING COPRORATION,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.990657089,Northern Trust Custody Services,670,THE NORTHERN TRUST INTERNATIONAL BANKING CORP,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.990645326,Northern Trust Custody Services,671,THE NORTHERN TRUST INTERNATIONAL BANKING CORP.,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.991096118,Northern Trust Custody Services,672,THE NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.991797575,Northern Trust Custody Services,673,"THE NORTHERN TRUST INTERNATIONAL BANKING CORPORATION, NJ",b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.990456764,Northern Trust Custody Services,674,THE NORTHERN TRUST INTERNATIONAL BANKING CRP,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.989392817,Northern Trust Custody Services,675,THE NORTHERN TRUST INT'L BANKING CORPORATION,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
55,0.967262909,Northern Trust Custody Services,676,THE PICTET GROUP,b'556',b'NORTHERN TRUST',b'Northern Trust Custody Services'
56,0.996667,Richardson GMP,581,RICHARDSON GMP LIMITED,b'581',b'RICHARDSON GMP LIMITED',b'Richardson GMP'
56,0.996667,Richardson GMP,582,RICHARDSON GMP LTD.,b'581',b'RICHARDSON GMP LIMITED',b'Richardson GMP'
57,0.998345,TD Securities,651,TD SECURITIES,b'651',b'TD SECURITIES',b'TD Securities'
57,0.998345,TD Securities,652,TD SECURITIES INC.,b'651',b'TD SECURITIES',b'TD Securities'
58,0.998057206,Goldman Sachs,303,GOLDMAN SACHS,b'313',b'GOLDMAN SACHS',b'Goldman Sachs'
58,0.99686623,Goldman Sachs,304,GOLDMAN SACHS & CO,b'313',b'GOLDMAN SACHS',b'Goldman Sachs'
58,0.996391976,Goldman Sachs,305,GOLDMAN SACHS & CO.,b'313',b'GOLDMAN SACHS',b'Goldman Sachs'
58,0.994413491,Goldman Sachs,306,GOLDMAN SACHS & CO. LLC,b'313',b'GOLDMAN SACHS',b'Goldman Sachs'
58,0.989137852,Goldman Sachs,307,GOLDMAN SACHS ASSET MANAGEMENT LP,b'313',b'GOLDMAN SACHS',b'Goldman Sachs'
